"",0.300
224.8750,4.1105E+002
224.9167,4.0102E+002
224.9583,3.9919E+002
225.0000,4.0139E+002
225.0417,3.9768E+002
225.0833,3.9649E+002
225.1250,3.9357E+002
225.1667,3.9201E+002
225.2083,3.9213E+002
225.2500,3.9496E+002
225.2917,3.9543E+002
225.3333,4.0226E+002
225.3750,4.1456E+002
225.4167,4.1886E+002
225.4583,3.8949E+002
225.5000,4.3857E+002
225.5417,4.3043E+002
225.5833,4.2307E+002
225.6250,4.0865E+002
225.6667,4.2781E+002
225.7083,4.2726E+002
225.7500,4.1160E+002
225.7917,3.8247E+002
225.8333,4.1559E+002
225.8750,4.0176E+002
225.9167,3.9879E+002
225.9583,3.9691E+002
226.0000,3.9645E+002
226.0417,3.9572E+002
226.0833,3.9548E+002
226.1250,3.9374E+002
226.1667,3.9315E+002
226.2083,3.9180E+002
226.2500,3.9241E+002
226.2917,3.9313E+002
226.3333,3.9998E+002
226.3750,4.1548E+002
226.4167,4.1910E+002
226.4583,2.8878E+002
226.5000,3.0712E+002
226.5417,3.1657E+002
226.5833,3.9177E+002
226.6250,3.1352E+002
226.6667,2.9024E+002
226.7083,2.6254E+002
226.7500,4.3821E+002
226.7917,4.3130E+002
226.8333,4.1723E+002
226.8750,4.0880E+002
226.9167,4.0086E+002
226.9583,3.9334E+002
227.0000,3.9116E+002
227.0417,3.8966E+002
227.0833,3.8889E+002
227.1250,3.8599E+002
227.1667,3.8302E+002
227.2083,3.8010E+002
227.2500,3.7820E+002
227.2917,3.7790E+002
227.3333,3.8065E+002
227.3750,3.8973E+002
227.4167,3.9650E+002
227.4583,2.8962E+002
227.5000,2.7828E+002
227.5417,4.5314E+002
227.5833,4.4786E+002
227.6250,4.5029E+002
227.6667,4.4040E+002
227.7083,4.3825E+002
227.7500,4.0548E+002
227.7917,4.2842E+002
227.8333,4.1352E+002
227.8750,4.0220E+002
227.9167,3.9723E+002
227.9583,3.9411E+002
228.0000,3.9101E+002
228.0417,3.8796E+002
228.0833,3.8465E+002
228.1250,3.8287E+002
228.1667,3.8127E+002
228.2083,3.8074E+002
228.2500,3.7810E+002
228.2917,3.7902E+002
228.3333,3.8497E+002
228.3750,3.9349E+002
228.4167,3.8128E+002
228.4583,2.7273E+002
228.5000,3.0888E+002
228.5417,2.6246E+002
228.5833,2.8165E+002
228.6250,3.2258E+002
228.6667,4.3104E+002
228.7083,4.4764E+002
228.7500,4.3796E+002
228.7917,3.7933E+002
228.8333,4.2245E+002
228.8750,4.0960E+002
228.9167,3.9994E+002
228.9583,3.9506E+002
229.0000,3.9054E+002
229.0417,3.9182E+002
229.0833,3.9517E+002
229.1250,3.9420E+002
229.1667,3.9221E+002
229.2083,3.9134E+002
229.2500,3.8954E+002
229.2917,3.8806E+002
229.3333,3.9344E+002
229.3750,4.0093E+002
229.4167,3.9135E+002
229.4583,4.0477E+002
229.5000,3.9133E+002
229.5417,2.4395E+002
229.5833,3.0988E+002
229.6250,2.5225E+002
229.6667,2.7594E+002
229.7083,2.9651E+002
229.7500,4.1943E+002
229.7917,4.0765E+002
229.8333,3.9800E+002
229.8750,3.9155E+002
229.9167,3.8379E+002
229.9583,3.7905E+002
230.0000,3.7947E+002
230.0417,3.7673E+002
230.0833,3.7429E+002
230.1250,3.7391E+002
230.1667,3.6980E+002
230.2083,3.6848E+002
230.2500,3.6823E+002
230.2917,3.6837E+002
230.3333,3.7065E+002
230.3750,3.7812E+002
230.4167,3.6586E+002
230.4583,3.0655E+002
230.5000,3.2879E+002
230.5417,3.7216E+002
230.5833,3.8567E+002
230.6250,2.6137E+002
230.6667,3.2129E+002
230.7083,2.7706E+002
230.7500,4.0915E+002
230.7917,2.7483E+002
230.8333,3.9162E+002
230.8750,3.8860E+002
230.9167,3.8480E+002
230.9583,3.8207E+002
231.0000,3.7865E+002
231.0417,3.7998E+002
231.0833,3.7895E+002
231.1250,3.7282E+002
231.1667,3.6895E+002
231.2083,3.6769E+002
231.2500,3.6719E+002
231.2917,3.6496E+002
231.3333,3.6993E+002
231.3750,3.7625E+002
231.4167,3.8987E+002
231.4583,2.6273E+002
231.5000,2.9272E+002
231.5417,3.1353E+002
231.5833,3.9967E+002
231.6250,3.3986E+002
231.6667,3.4049E+002
231.7083,3.5416E+002
231.7500,3.8933E+002
231.7917,4.0811E+002
231.8333,3.9677E+002
231.8750,3.9071E+002
231.9167,3.8717E+002
231.9583,3.8559E+002
232.0000,3.8682E+002
232.0417,3.8695E+002
232.0833,3.8517E+002
232.1250,3.8471E+002
232.1667,3.8502E+002
232.2083,3.8718E+002
232.2500,3.8803E+002
232.2917,3.8700E+002
