"",-1.000,-0.950,-0.900,-0.850,-0.800,-0.750,-0.700,-0.650,-0.600,-0.550,-0.500,-0.450,-0.400,-0.350,-0.300,-0.250,-0.200,-0.150,-0.100,-0.050,0.000
206.7500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9200E-005,8.1721E-008,-7.4234E-006,-1.2635E-005,-1.8685E-005,-1.8685E-005
206.7917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1616E-005,8.0936E-006,6.5982E-006,5.9602E-006,5.7826E-006,5.7826E-006
206.8333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.8969E-005,-5.8102E-005,-3.9555E-005,-1.5247E-005,-1.4791E-005,-1.4791E-005
206.8750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.1200E-005,-7.9559E-005,-1.0674E-004,-1.6958E-004,-2.3332E-004,-2.3332E-004
206.9167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.4366E-004,-3.5145E-004,-8.9000E-004,-2.4620E-003,-7.8852E-003,-7.8852E-003
206.9583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.5481E-006,-2.9011E-006,-5.6659E-006,-1.7858E-005,-2.4070E-005,-2.4070E-005
207.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.0167E-004,-2.5603E-004,-1.2199E-003,-7.8022E-003,-5.3072E-002,-5.3072E-002
207.0417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.4301E-004,-5.4780E-003,-4.1681E-002,-5.4299E-004,-9.6578E-005,-9.6578E-005
207.0833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.1334E-005,-8.9145E-006,-1.2070E-004,-2.0110E-003,-2.7954E-002,-2.7954E-002
207.1250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.0808E-005,-1.5376E-004,-1.3357E-003,-1.0352E-002,-5.8181E-002,-5.8181E-002
207.1667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9112E-004,-6.3057E-004,-3.8498E-003,-1.9498E-002,-6.9143E-002,-6.9143E-002
207.2083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.8931E-004,-1.5191E-003,-7.1591E-003,-2.7565E-002,-6.9966E-002,-6.9966E-002
207.2500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.3232E-004,-2.9392E-003,-1.3474E-002,-6.6059E-002,-1.3214E-003,-1.3214E-003
207.2917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.7094E-003,-1.1731E-002,-6.1171E-002,-5.8421E-005,-1.9241E-005,-1.9241E-005
207.3333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3762E-004,6.1162E-005,-8.0988E-006,-5.1522E-004,-5.1225E-003,-5.1225E-003
207.3750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7006E-003,4.0323E-004,-8.9188E-004,-2.9887E-003,-6.3784E-004,-6.3784E-004
207.4167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4380E-003,1.1508E-003,1.6589E-004,-2.3388E-006,-2.8849E-005,-2.8849E-005
207.4583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9793E-005,2.4062E-005,1.7565E-005,1.4460E-005,1.3565E-005,1.3565E-005
207.5000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0760E-004,9.6023E-005,9.0944E-005,9.4056E-005,1.0528E-004,1.0528E-004
207.5417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4603E-005,8.8379E-005,9.6419E-005,1.0999E-004,1.3124E-004,1.3124E-004
207.5833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2317E-004,1.3146E-004,1.1008E-004,1.1166E-004,1.3098E-004,1.3098E-004
207.6250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5868E-004,2.3218E-004,2.2092E-004,2.2383E-004,2.2774E-004,2.2774E-004
207.6667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6174E-005,8.0628E-005,7.7378E-005,7.6111E-005,7.5970E-005,7.5970E-005
207.7083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9609E-004,2.0971E-004,2.3038E-004,2.6103E-004,3.1132E-004,3.1132E-004
207.7500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8665E-005,-4.4718E-005,-6.0616E-005,-7.7244E-005,-9.9189E-005,-9.9189E-005
207.7917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3678E-004,-1.4117E-004,-1.5116E-004,-1.7465E-004,-2.1914E-004,-2.1914E-004
