"",-1.000,-0.950,-0.900,-0.850,-0.800,-0.750,-0.700,-0.650,-0.600,-0.550,-0.500,-0.450,-0.400,-0.350,-0.300,-0.250,-0.200,-0.150,-0.100,-0.050,0.000
206.1250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4310E-009,5.8893E-009,7.0357E-009,8.5229E-009,9.5963E-009,0.0000E+000
206.1667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7643E-009,1.3136E-008,2.1152E-008,2.8566E-008,3.3564E-008,0.0000E+000
206.2083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9423E-009,7.8164E-009,2.0439E-008,4.3033E-008,7.1961E-008,0.0000E+000
206.2500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6817E-009,3.0388E-008,1.2094E-007,2.1448E-007,2.8275E-007,0.0000E+000
206.2917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1281E-009,7.3082E-009,4.1890E-008,1.5783E-007,3.0901E-007,0.0000E+000
206.3333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5905E-010,1.2655E-009,4.3143E-009,1.1265E-008,2.9241E-008,0.0000E+000
206.3750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.6951E-009,-2.3940E-009,-1.7453E-009,-2.4316E-009,-3.4794E-009,0.0000E+000
206.4167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.4396E-006,-6.0552E-006,-1.9703E-006,-4.6929E-007,-1.2509E-007,0.0000E+000
206.4583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3780E-007,-2.3207E-007,-1.0415E-007,-8.8101E-008,-1.1790E-007,6.4623E-027
206.5000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1795E-008,-1.7614E-008,-2.0538E-008,-2.0646E-008,-1.9450E-008,0.0000E+000
