"",-1.000,-0.950,-0.900,-0.850,-0.800,-0.750,-0.700,-0.650,-0.600,-0.550,-0.500,-0.450,-0.400,-0.350,-0.300,-0.250,-0.200,-0.150,-0.100,-0.050,0.000
203.6250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9818E-005,3.6228E-005,2.3197E-005,1.6672E-005,1.3807E-005,1.4405E-005
203.6319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5392E-005,1.0035E-005,5.7915E-006,4.2668E-006,4.0675E-006,4.5350E-006
203.6389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3982E-005,6.5462E-006,4.2112E-006,3.3849E-006,3.3856E-006,3.4645E-006
203.6458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5657E-005,2.5378E-005,1.9635E-005,1.8898E-005,2.0770E-005,2.0857E-005
203.6528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8469E-005,1.4128E-005,1.0204E-005,9.5052E-006,1.0439E-005,1.2293E-005
203.6597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5309E-005,8.3445E-006,6.2363E-006,5.6279E-006,5.8416E-006,6.0022E-006
203.6667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3331E-006,4.6776E-006,3.2876E-006,2.8276E-006,2.7953E-006,2.9005E-006
203.6736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7069E-006,3.4172E-006,2.2693E-006,1.8015E-006,1.6705E-006,1.7233E-006
203.6806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2698E-006,2.1877E-006,1.4227E-006,1.0706E-006,9.2796E-007,9.6553E-007
203.6875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1958E-006,2.3715E-006,1.7285E-006,1.5157E-006,1.5367E-006,1.5599E-006
203.6944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8828E-006,3.5233E-006,2.5440E-006,2.1227E-006,2.0189E-006,2.0874E-006
203.7014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5001E-006,3.6940E-006,2.5316E-006,2.0103E-006,1.8812E-006,2.0082E-006
203.7083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2458E-006,2.6921E-006,1.7372E-006,1.3326E-006,1.2405E-006,1.3381E-006
203.7153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4472E-006,1.7122E-006,1.1038E-006,8.5447E-007,8.0096E-007,8.4872E-007
203.7222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1005E-006,3.0573E-006,2.3247E-006,2.0954E-006,2.1288E-006,2.1582E-006
203.7292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0937E-005,6.7175E-006,4.9280E-006,4.1820E-006,3.9994E-006,4.1646E-006
203.7361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8767E-005,1.1216E-005,8.0319E-006,6.6475E-006,6.3119E-006,6.6936E-006
203.7431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0420E-005,5.4646E-006,3.8253E-006,3.2508E-006,3.2757E-006,3.4282E-006
203.7500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5880E-005,9.9011E-006,7.7450E-006,7.1301E-006,7.4378E-006,7.5158E-006
203.7569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6514E-005,2.1464E-005,1.4794E-005,1.1800E-005,1.0848E-005,1.1232E-005
203.7639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0386E-005,2.9088E-005,2.0030E-005,1.5945E-005,1.4779E-005,1.5637E-005
203.7708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6880E-005,6.5977E-006,3.6627E-006,2.6863E-006,2.8480E-006,3.4315E-006
203.7778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7001E-006,3.9197E-006,3.1037E-006,3.3803E-006,4.9046E-006,4.9382E-006
203.7847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1960E-005,1.7175E-005,1.2869E-005,1.2129E-005,1.3354E-005,1.3467E-005
203.7917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2645E-005,1.0499E-005,6.5196E-006,5.0246E-006,4.8997E-006,5.6774E-006
203.7986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3738E-006,4.1186E-006,2.2753E-006,1.4074E-006,1.0457E-006,1.1621E-006
203.8056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1829E-006,1.3897E-006,9.1136E-007,7.5658E-007,7.7819E-007,7.9598E-007
203.8125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3420E-006,2.4645E-006,2.0360E-006,2.0866E-006,2.4286E-006,2.4450E-006
203.8194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6167E-006,2.8327E-006,1.6048E-006,1.1815E-006,1.1242E-006,1.2513E-006
